Stratigraphic Name,Stratno,Previous Name,Previous Name Stratno,Rank, Status ,Parent Name,Parent Stratno, Chemical Parent Name , Chemical Parent Stratno ,Top Minimum Age Name, Top Minimum Age (Ma) , Top Minimum Age Error (Ma), Top Minimum Age Method ,Base Maximum Age Name, Base Maximum Age (Ma) , Base Maximum Age Error (Ma) , Base Maximum Age Method , Minimum Thickness (m) , Maximum Thickness (m) , Type Section State , First ref as on form , Def ref as on form , Reserved by , Resdate , Approved by , Approved date ,General Comments , Lithology Description ,Primary Lithology Group, Secondary Lithology Group , Tectonic Setting , Intrusive , Granite Type
Thaduna Formation - felsic volcanics,74508,,,"Member, phase",Informal,Thaduna Formation,18018,,,Orosirian,,,,Orosirian,,,,,,,,,,,,,,Quartz-muscovite-chlorite schist after felsic tuff and conglomerate,meta-igneous felsic volcanic,,,N,
Thambrong Formation,18020,,,"Formation, beds",Formal,Lyons Group,28702,,,Sakmarian,,,,Sakmarian,,,,,,WA,44344,45016,,,,,Defn on Tech File G/50-2.,,,,,N,
Thangoo Calcarenite,18028,,,"Formation, beds",Formal,,,,,Devonian,,,,Devonian,,,,,94,WA,44998,44998,,,,,See also Lexicon.,,,,,N,
The Bore Granite,80135,,,"Formation, beds",Informal,,,,,,,,,,,,,,,,69583,,,,,,,Low-Ca granite.,igneous felsic intrusive,,,Y,
The Depot Limestone,73499,,,"Formation, beds",Reserved,,,,,,,,,,,,,,,,,,"Semeniuk, V.",20-Jul-07,,,,,,,,N,
The Granites Granite,18039,,,"Formation, beds",Formal,,,Grimwade Suite,40137,Statherian,1780,24,"isotopic, Rb/Sr",Statherian,1795,6,"isotopic, Rb/Sr",,,NT,29812,45140,Blake D.H.,8-Nov-74,"Strusz, D.L.",12-Feb-75,"Age: a range given in references. Also referred to as Granites Granite. Previously of The Granites Supersuite, The Granites Suite. Now (2013) included in Grimwade Suite? [see NTGS Special Publication 5, p11:12]",Pink and grey porphyritic and non porphyritic biotite adamellite; minor pegmatite and aplite; locally foliated.,,,,Y,
The Sisters Lamproite,18048,,,"Formation, beds",Formal,,,,,,,,,,,,,,,,41158,,,,,,,,,,,Y,
Theatre Rocks Monzogranite,30172,,,"Formation, beds",Formal,,,,,Archean,,,,Archean,,,,,,,43102,,,,,,,"Subequigranular, fine- to medium-grained biotite monzogranite to granodiorite. High Ca granite.",igneous felsic intrusive,,,Y,
Thelman Monzogranite,35232,,,"Formation, beds",Formal,,,Split Rock Supersuite,68672,Archean,,,,Archean,2940,,,,,,24110,,"Smithies H., Champion D.",22-Feb-00,,,Wallaringa & Wodgina 1:100 000 sheets.,Fine- to medium-grained muscovite (-garnet) monzogranite.,igneous felsic intrusive,,,Y,
Thirindine Formation,18058,Thirindine Shale,33225,"Formation, beds",Formal,Winning Group,20259,,,Early Cretaceous,,,,Early Cretaceous,,,,,,,45015,,,,,,See also Lexicon. Correlated with Windalia Radiolarite.,,,,,N,
Thirty Three Supersuite,73634,Perseverance Supersuite,73606,Supergroup,Formal,,,,,Tonian,954,12,"isotopic, U/Pb-Pb/Pb ion probe",Tonian,995,6,"isotopic, U/Pb-Pb/Pb ion probe",,,,68521,,"Sheppard, S. (GSWA)",24-Sep-07,,,"Named for Thirty Three River. For use on map sheet SG50-02; nearest town Gascoyne Junction. To be publ: GSWA, 2007, Western Capricorn Orogen, 2007 update: 1:100K Geological Information Series. Probably replaces Perseverance Supersuite, used in 2007.","Porphyritic and leucocratic muscovite-biotite-tourmaline-bearing granite and metagranite, and pegmatites",igneous intermediate intrusive,,,Y,
Thomas Rhyolite,18064,,,"Formation, beds",Formal,Cassidy Group,27737,,,Stenian,,,,Stenian,1057,6,"isotopic, U/Pb-Pb/Pb ion probe",,,,30944,,,,,,Bentley Basin.,"Porphyritic rhyolite with minor trachyte and dacite; vitric lavas; sample descriptions include: metabasalt, felsic volcanic rock, (feldspar-phyric) rhyolite, rhyodacite.",igneous felsic volcanic,,,N,
Three Corner Conglomerate Member,24028,,,"Member, phase",Formal,Beasley River Quartzite,25778,,,Paleoproterozoic,,,,Paleoproterozoic,,,,,,WA,35976,35976,"Trendall, A.F.",19-Oct-78,,,,"Contains abundant clasts of BIF, including pebbles of enriched ore derived from erosion of the Hamersley Group.",sedimentary siliciclastic,,,N,
Three Mile Dolerite,34139,,,"Formation, beds",Formal,,,,,Archean,,,,Archean,,,,150,800,,22596,,,,,,"GSWA has also used Three Mile Intrusion for this unit, but currently prefers the name Three Mile Dolerite [pers. comm. A. Riganti 30JUL2014]",,,,,Y,
Throssell Range Group,70719,Throssell Group,31873,"Group, Suite",Formal,Yeneena Supergroup,31375,,,Neoproterozoic,720,,,Neoproterozoic,750,,,7000,,,65725,,,,,,Reserved as Throssell Range. See also Throssell Group.,"Sandstone, shale, dolomite and limestone.",sedimentary siliciclastic,sedimentary carbonate,,N,
Throssell Shale,18105,,,"Formation, beds",Formal,Mount House Group,12803,,,Ediacaran,,,,Ediacaran,,,,,200,,44366,,,,,,Lennard River 1:250 000 sheet area (SE51-8). Kimberley region. Different from Throssell Range Group.,Blue-grey poorly laminated micaceous siltstone with minor shale interbeds; sandy in the upper parts with fine grained flaggy grey-green laminated micaceous sandstone interbeds,argillaceous detrital sediment,sedimentary siliciclastic,,N,
Throssell orthogneiss,78511,,,"Formation, beds",Informal,,,,,Neoarchean,2711,6,,Neoarchean,,,,,,,68107,,,,,,"Yamarna Terrane. North of the Dorothy Hills Greenstone Belt. Not exposed; sampled from drill core. Contains xenocrysts dated at 2815-2800 Ma, 2775-70 Ma, and 2751 Ma (Cassidy 2007b). RefID 68107",Granite gneiss,meta-igneous felsic intrusive,,,Y,
Thundelarra Supersuite,78988,Windine Supersuite,79822,Supergroup,Formal,,,,,Mesoarchean,2930,,inferred,Mesoarchean,2970,,inferred,,,,70770,,"Ivanic, T. (GSWA)",7-Jan-15,,,"To be used in Murchison Domain updates in 2015. Named after Thundelarra Hsd,Thundelarra 1:100k map sheet. Type area (of Bunnawarra Suite) around around Kynea Rockholes. Metamorphosed 'basement' unit, no known older units in region. Age range given is age range of Bunawarra Suite units (no ref). This name also replaces the reservation for Windinie Supersuite. See also informal Thundelarra Group.",Migmatitic tonalite to granodiorite gneiss with metagranitic leucosomes,meta-igneous felsic intrusive,,,Y,
Tickalara Metamorphics,18130,Halls Creek Metamorphics,7991,"Group, Suite",Formal,,,,,Orosirian,1852,2,"isotopic, U/Pb-Pb/Pb ion probe",Orosirian,1865,,,,,,44317,,,,,,Metamorphosed equivalent of Halls Creek Group. c. 1865 Ma. Occurs in the central zone of Lamboo Complex. Age: c.1865Ma. Age updated by I. Sweet. Intruded by Sally Malay mafic-ultramafic intrusion. In the Central Zone of the Lamboo Complex. Hosts Bow River nickel deposit.,"Hornfels, amphibolite, mafic granulite, calc-silicate rock and marble, minor banded iron formation, quartzite, migmatitic pelitic gneiss intruded by mafic to intermediate dykes.",metamorphic,,,N,
Tickalara Metamorphics - amphibolites,74502,,,"Formation, beds",Informal,Tickalara Metamorphics,18130,,,Orosirian,,,,Orosirian,,,,,,,,,,,,,,"Amphibolite: includes epidote, garnet, or clinopyroxene; local volcanic textures; interlayered with pelite, psammite, calc-silicates and marble",meta-igneous mafic,metasedimentary siliciclastic,,N,
"Tickalara Metamorphics - gneiss, migmatite and granulite",74506,,,"Formation, beds",Informal,Tickalara Metamorphics,18130,,,Orosirian,,,,Orosirian,,,,,,,,,,,,,,"Migmatitic pelitic gneiss with layers and pods of mafic granulite, psammitic gneiss and calc-silicate rock; intruded by post-metamorphic mafic to intermediate dykes",high grade metamorphic rock,,,N,
Tickalara Metamorphics - mafic granulites,74503,,,"Formation, beds",Informal,Tickalara Metamorphics,18130,,,Orosirian,,,,Orosirian,,,,,,,,,,,,,,Metamorphosed diorite and amphibolite,igneous intermediate intrusive,meta-igneous mafic,,N,
Tickalara Metamorphics - migmatitic pelitic gneiss,74505,,,"Formation, beds",Informal,Tickalara Metamorphics,18130,,,Orosirian,,,,Orosirian,,,,,,,,,,,,,,Migmatitic pelitic gneiss interlayered with mafic granulite,high grade metamorphic rock,,,N,
Tickalara Metamorphics - mylonites,74504,,,"Formation, beds",Informal,Tickalara Metamorphics,18130,,,Orosirian,,,,Orosirian,,,,,,,,,,,,,,Strongly sheared mylonitic rocks,fault / shear rock,,,N,
"Tickalara Metamorphics - pelites, psammites, schists",74507,,,"Formation, beds",Informal,Tickalara Metamorphics,18130,,,Orosirian,,,,Orosirian,,,,,,,,,,,,,,"Interlayed pelite and psammite, with banded iron-formation, calc-silicate rock, marble, and minor amphibolite; includes biotite-muscovite (-andalusite)-quartz and garnet-staurolite-biotite-muscovite-quartz schist",metasedimentary siliciclastic,metasedimentary carbonate,,N,
Timperley Shale,18186,,,"Formation, beds",Formal,Albert Edward Group,24651,,,Ediacaran,,,inferred,Ediacaran,,,inferred,100,1200,WA,44317,45047,,,,,"Ruby Plains 1:100 000 sheet area. Defined as Adelaidean age. Dated 666 +/- 43my (Bofinger,1967 PhD).","Glacigenic massive to thin bedded to laminated micaceous grey and green shale and siltstone with minor thinly bedded lithic sandstone, and interbedded dolomite near base.",sedimentary siliciclastic,sedimentary carbonate,,N,
Tims Thicket Limestone,73571,Tims Thickett,23009,"Formation, beds",Formal,,,,,Pleistocene,,,,Pleistocene,,,,,,WA,63454,63454,,,,,Defined by Semeniuk (1995). Previously part of of the Tamala Limestone. Now proposed as new component to Kwinana Group by B.Gozzard (approved by R.Hocking but unpublished as yet) 24/1/08.PP.,"Calcarenitic aeolianite; beach, marine and forameniferal calcarenites and shelly/bioturbated calcarenite with seagrass assemblage biota, and karst features.",sedimentary carbonate,,,N,
Tina Formation,78343,,,"Formation, beds",Reserved,,,,,,,,,,,,,,,,,,"Allen, H. (GSWA)",19-Aug-13,,,"Replacing the use of names Pillara and Nullara for the southern and central Canning Basin, exists in petroleum wells of the Barbwire Terrace, Canning Basin. wheretobepublished = A Revised Subsurface Devonian Stratigraphy for the Central and Southern Canning Basin. GSWA Report to be published early 2014. Map sheet= Dummer.",,,,,N,
Tindall Limestone,24525,,,"Formation, beds",Formal,Daly River Group,5163,,,Middle Cambrian,,,biozone,Middle Cambrian,,,biozone,,204,NT,46676,42012,Kruse P.D.,21-Apr-88,,7-Apr-88,Correlated with Headleys Limestone. Originally defined Randal (1962). Redefined Kruse 1988. Lateral correlative of Montejinni Limestone.,"Partially dolomitised limestone with silt laminations, interbedded calcilutite and marl; bioclastic limestone, mudstone, siltstone; minor stromatolitic boundstone, cryptalgal laminate; local bioclastic calcarenite, arkosic sandstone, conglomerate",sedimentary carbonate,,,N,
Tindals Diorite,77862,,,"Formation, beds",Reserved,,,,,,,,,,,,,,,,,,"Hall, C. (GSWA)",31-May-13,,,"Mesocratic granodiorite to diorite sills; garnet- to non-garnet bearing; metamorphosed. Intrudes the Brilliant Formation, Coolgardie Subgroup. Kalgoorlie Terrane. To be published = Geological Survey of Western Australia East Yilgarn Update 2013-14, digital product.",Mesocratic granodiorite to diorite sills; garnet- to non-garnet bearing; metamorphosed,igneous intermediate intrusive,,,Y,
Tinganoo Bay beds,78536,Tinganoo Bay Beds,18205,"Formation, beds",Informal,,,,,Jurassic,,,,Jurassic,,,,,,,13194,,,,,,,,,,,N,
Tinkers Dolomite,27280,,,"Formation, beds",Formal,Uaroo Group,24053,,,Mesoproterozoic,,,,Paleoproterozoic,,,,,,WA,37016,39427,J.Baxter,13-Jan-76,,,,Dolomite and minor volcanic rocks.,sedimentary carbonate,igneous volcanic,,N,
Tjauwata Group,36772,,,"Group, Suite",Formal,,,,,Stenian,1040,,,Stenian,1090,,,,1000,NT,24497,65256,"Close, D.F. and Edgoose, C.J.",20-Nov-01,"Kruse, P.D.",21-Jan-02,There are extensive exposures between Petermann and Bloods Ranges. Disconformably overlain by Neoproterozoic basal sediments of the Amadeus Basin (Dean Quartzite etc.).,Deformed sediments and bimodal volcanics which include: mafic and felsic volcanics; felsic tuffs; interlayered mafic volcanics; felsic volcanics; volcaniclastic sediments and quartzite; conglom. and sst; siltstone; hematitic quartzite.,igneous volcanic,sedimentary siliciclastic,,N,
Tjingkulatjatjarra Formation,24036,,,"Formation, beds",Formal,Rudall Complex,26880,,,,,,,,,,,,,,42278,,Clarke G.L.,30-Mar-90,,,Younger part of the Rudall Complex.,Quartzite and schist.,,,,N,
Tjuni Purlka suite,77239,,,"Group, Suite",Informal,,,Pitjantjatjara Supersuite,39078,Stenian,1150,,,Ectasian,1210,,,,,,66256,,,,,,A-type. Yb-enriched. Geochemistry has within-plate as well as ocean-ridge indicators.,A compositionally unique suite of schlieric leucogranites.,igneous felsic intrusive,,,Y,A-type
Tobin Formation,75926,,,"Formation, beds",Formal,,,,,Archean,,,,Archean,,,,,,,66119,,,,,,"Yamarna Terrane, Yilgarn Craton.","Wacke and lithic sandstones, siltstone, abundant chert and banded iron-formation; felsic volcanic rocks; local intrusive rocks; metamorphosed.",metasedimentary,,,N,
Toby Gabbro,31059,,,"Formation, beds",Formal,,,Paperbark Supersuite,31788,Orosirian,1855,2,"isotopic, U/Pb-Pb/Pb ion probe",Orosirian,1865,,,,,,43863,,Tyler I.,25-Mar-97,,,"McIntosh 1:100 000 map sheet, East Kimberley.","Fine-grained, sub-ophitic, biotite- and quartz-bearing gabbro and gabbronorite.",igneous mafic intrusive,,,Y,
Togo Monzogranite,23017,,,"Formation, beds",Formal,,,Paperbark Supersuite,31788,Orosirian,1850,,,Orosirian,1865,,,,,,43854,,"Sheppard S., Tyler I.M., Griffin T.J.",18-Nov-94,,,East Kimberley region,"Moderately to strongly foliated, medium- to coarse-grained, porphyritic biotite monzogranite and minor granodiorite.",igneous felsic intrusive,meta-igneous felsic intrusive,,Y,
Togobinna Formation,18259,,,"Formation, beds",Informal,,,,,,,,,,,,,,,,29845,,,,,,Probably obsolete?,,,,,N,
Tollu Group,18269,,,"Group, Suite",Formal,Bentley Supergroup,1491,,,Stenian,1026,26,,Stenian,1073,7,"isotopic, U/Pb-Pb/Pb ion probe",,,,30942,67375,,,,,"Correlated with the Tjauwata Group.  Age range form Smoke Hill Volcanics. Relationship with Tollu Volcanics? Of Bentley Basin (GSWA, 2011)","Basal sandstones, pebbly sandstones and conglomerate; overlain by amygdaloidal basalts; these overlain by felsic lavas, then basic to intermediate volcanic rocks.",igneous felsic volcanic,sedimentary,,N,
Tolmer Group,18275,,,"Group, Suite",Formal,,,,,Mesoproterozoic,1200,,,Paleoproterozoic,1837,15,"isotopic, U/Pb-Pb/Pb ion probe",,1800,,44315,44314,,,,,"Defined 1962. See also Lexicon. Wingate Mtns 1:100 000 sheet. Correlated with Birrindudu Group. Minimum age: 1200 Ma; maximum age 1780+/-80 Ma., but includes Depot Creek Sandstone, max age 1825 Ma.","Sandstone, dolomite, siltstone.",sedimentary siliciclastic,sedimentary carbonate,,N,
Toodyay Quartzite,18344,Toodyay quartzite,18346,"Formation, beds",Informal,,,,,,,,,,,,,,,,37577,,,,,,,,,,,N,
Toolgana Supersuite,79176,,,Supergroup,Formal,,,,,Statherian,1610,,inferred,Statherian,1613,,,,,,70831,,"Spaggiari, C. (GSWA)",19-Aug-15,,,"Eucla SH52-14. In a drillhole through Eucla Basin. Interlayered granitic and mafic gneiss.To be published=GSWA Record, September 2015. Eastern Coompana Province.",Interlayered granitic and mafic gneiss.,meta-igneous felsic intrusive,meta-igneous mafic,,Y,
Toolonga Calcilutite,18394,Second Gully Shale,16719,"Formation, beds",Formal,,,,,Campanian,75,,,Santonian,85,,,,273,WA,44995,48861,,,,,Also supersedes Toolonga Chalk. See also Lexicon. Formerly included in Cardabia Group but its status as a formation did not change when Cardabia Group was revised down to Cardabia Calcarenite.,"Chalky calcisiltite to calcilutite, marly, greenish, minor chert and local dolomite in tidal flats, poorly exposed; shallow marine open shelf.",sedimentary carbonate,sedimentary non-carbonate chemical or biochemical,,N,
Tooloo Group,79474,Tooloo Subgroup,18399,"Group, Suite",Formal,,,,,Paleoproterozoic,1600,,inferred,Orosirian,1970,,,,,,69003,,,,,,"Name used in:  Johnson, SP, 2013, The birth of supercontinents and the Proterozoic assembly of Western Australia: Geological Survey of Western Australia, p4, p14-15. [to be indexed soon, CEB Jul-2016]","Siltstone, sandstone, dolomite, and granular iron formation.",sedimentary siliciclastic,,,N,
Toondi Formation,18405,Madura Formation,10987,"Formation, beds",Formal,,,,,Cenomanian,,,,Albian,,,,,,WA,41751,41751,,,,,Age from palynomorphs. Previously included in Madura Formation.,"Siltstone, claystone and shale. Minor sandstone; commonly pyritic.",sedimentary siliciclastic,,,N,
Toorare Tonalite,68632,,,"Formation, beds",Formal,,,Maitland River Supersuite,68668,Archean,2985,7,,Archean,2985,7,,,,,64174,63441,"Hickman, A.  (GSWA)",30-Mar-05,"Hocking, R.",3-May-06,New name added in nomenclatural revision in GSWA Record 2006/15 (Van Kranendonk). Age: 2985+/-7Ma. Intruded by Munni Munni. Oldest component in the Cherrata Granitic Complex.,"Foliated, and locally gneissic, hornblende tonalite and granodiorite. More magnetic than other components of the Cherratta Granitoid Complex, and locally contains amphibolitic enclaves.",meta-igneous felsic intrusive,,,N,
Top Flag Sandstone,25545,,,"Formation, beds",Formal,,,,,,,,,,,,,,,,41170,,,,,,,,,,,N,
Top Water Tonalite,31889,Top Water Monzogranite,23026,"Formation, beds",Formal,,,Paperbark Supersuite,31788,Paleoproterozoic,1850,,,Paleoproterozoic,1865,,,,,,43854,,Sheppard S.,23-Feb-95,,,East Kimberley region,"Medium-grained, quartz-phyric biotite tonalite and granodiorite; metasediment inclusions abundant near Marboo Formation contacts",igneous felsic intrusive,,,Y,
Toppin Hill Formation,75357,,,"Formation, beds",Formal,,,,,Neoarchean,2677,7,"isotopic, U/Pb-Pb/Pb ion probe",Neoarchean,2683,5,,,,,66120,,"Romano, S. (GSWA)",6-Jul-09,,,"A package of intermediate to felsic volcanic to volcaniclastic rocks in the Yamarna - Mount Gill greenstone belt (NE Yilgarn Craton). They range in composition from dacite to rhyolites and minor andesites. Will be published in the very near future in several GSWA publications, including 1:100 000 maps and geochronology reports","Felsic schist; metamorphosed volcanics including dacite, rhyodacite, rhyolite, felsic volcanic and volcaniclastic rocks; minor sandstone to siltstone.",metasedimentary siliciclastic,meta-igneous felsic volcanic,,N,
Torbay Adamellite,25546,,,"Formation, beds",Formal,,,,,,,,,,,,,,,,33274,,,,,,,,,,,Y,
Torrens Formation,18445,,,"Formation, beds",Informal,Hyland Bay Subgroup,77685,,,Wordian,,,,Roadian,,,,,,,13222,,,,,,"Permian, Bonaparte Basin.",,,,,N,
Tough Go Monzogranite,74826,,,"Formation, beds",Formal,,,Big Bell Suite,74825,Archean,2710,10,,Archean,2710,10,,,,,64891,,"Van Kranendonk, M. (GSWA)",17-Sep-08,,,Geological province: Murchison Domain. Part of the Austin Downs Supersuite. Cuts across greenstones.,"Metamonzogranite, commonly foliated; metamorphosed.",meta-igneous felsic intrusive,,,Y,
