Word TrueLabel
basal O
groups O
of O
the O
Yerrida B-LOCATION
Basin I-LOCATION
. O

Mildly O
anomalous O
Lead B-MINERAL
and O
Zinc B-MINERAL
were O
intersected O
. O

The O
area O
has O
several O
hills O
typical O
of O
the O
Magellan B-LOCATION
region I-LOCATION
. O

The O
substantial O
exploration O
drilling O
was O
carried O
out O
within O
the O
Magellan B-LOCATION
tenements O
in O
2006 O
. O

The O
mineralisation O
is O
hosted O
by O
quartz B-MINERAL
breccia B-ROCK
and O
weathered O
siltstones B-ROCK
and O
sandstones B-ROCK
of O
the O
Yelma B-STRAT
Formation I-STRAT
. O

Previous O
work O
by O
CRA O
exploring O
for O
sediment B-ROCK
hosted O
copper B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
defined O
an O
anomalous O
geochemical O
signature O
and O
a O
number O
of O
RAB O
holes O
were O
completed O
at O
the O
Terra O
Rosa O
and O
Elmo O
prospects O
. O

The O
copper B-MINERAL
mineralisation O
discovered O
by O
pervious O
explorers O
appears O
to O
be O
in O
a O
similar O
host B-ROCK
rock I-ROCK
and O
stratigraphy O
as O
the O
Enigma O
mineralization O
, O
which O
significantly O
enhances O
the O
prospectivity O
of O
the O
Corktree O
project O
. O

In O
addition O
, O
previous O
soil B-ROCK
sampling O
over O
the O
southern O
area O
gave O
a O
poor O
gold B-MINERAL
response O
over O
the O
majority O
of O
the O
stripped O
domain O
. O

There O
are O
still O
soil B-ROCK
- O
covered O
areas O
within O
the O
southern O
area O
that O
warrant O
further O
work O
including O
a O
gold B-MINERAL
anomalous O
interpreted O
north O
- O
south O
structure O
and O
areas O
adjacent O
to O
the O
western O
boundaries O
that O
are O
poorly O
exposed O
and O
may O
fall O
within O
the O
radius O
of O
the O
Higginsville B-LOCATION
gold B-MINERAL
mineralising O
event O
. O

The O
report O
area O
has O
been O
intruded O
by O
the O
regional O
- O
scale O
Binneringie B-STRAT
Dyke I-STRAT
. O

This O
is O
a O
thick O
, O
complex O
differentiated O
mafic B-ROCK
intrusion I-ROCK
with O
multiple O
components O
considered O
to O
be O
possibly O
mid O
Proterozoic B-TIMESCALE
in O
age O
. O

The O
regional O
sequence O
is O
in O
a O
rift O
- O
phase O
portion O
of O
the O
Norseman B-LOCATION
- O
Wiluna B-LOCATION
greenstone B-STRAT
belt I-STRAT
, O
comprising O
a O
complex O
succession O
of O
mafic B-ROCK
rocks I-ROCK
and O
ultramafic B-ROCK
rocks I-ROCK
, O
sulphidic B-ROCK
carbonaceous I-ROCK
shale I-ROCK
, O
dacitic B-ROCK
volcanic I-ROCK
sediments I-ROCK
and O
volcaniclastic B-ROCK
sediments I-ROCK
. O

The O
area O
has O
a O
metamorphic B-ROCK
grade O
averaging O
mid O
greenschist B-ROCK
facies O
with O
local O
higher O
grade O
thermal O
hornfelsing O
proximal O
to O
the O
Binneringie B-STRAT
dyke I-STRAT
. O

This O
sequence O
has O
been O
intruded O
by O
several O
younger O
Archaean B-TIMESCALE
felsic B-ROCK
granitoids I-ROCK
, O
dolerite B-ROCK
dykes I-ROCK
and O
lesser O
porphyry B-ROCK
dykes I-ROCK
. O

Potential O
exists O
for O
new O
discoveries O
within O
the O
soil B-ROCK
covered O
and O
underexplored O
volcaniclastic B-ROCK
sequence I-ROCK
. O

SKM O
then O
conducted O
intensive O
programs O
of O
RC O
drilling O
at O
numerous O
gold B-MINERAL
prospecting O
pits O
, O
developing O
the O
area O
for O
open O
pit O
mining O
and O
haulage O
to O
the O
New O
Celebration O
mill O
in O
2003 O
. O

Review O
of O
previous O
data O
, O
in O
particular O
the O
soil B-ROCK
sampling O
Planning O
and O
preparation O
for O
pedogenic O
calcrete B-ROCK
auger O
sampling O
. O

The O
Binneringie B-STRAT
Dyke I-STRAT
obscures O
Archaean B-TIMESCALE
detail O
within O
its O
strong O
magnetic O
halo O
and O
its O
contacts O
are O
difficult O
to O
pin O
down O
precisely O
. O

The O
magnetic O
interpretation O
in O
conjunction O
with O
aerial O
photography O
shows O
the O
volcaniclastics B-ROCK
to O
have O
a O
low O
magnetic O
relief O
, O
with O
ghosted O
fold O
structures O
and O
fracture O
sets O
that O
strike O
NE O
and O
N O
. O

4 O
to O
7 O
inclusive O
) O
Locally O
there O
are O
thin O
linear O
discordant O
entities O
that O
display O
slightly O
stronger O
magnetic O
signatures O
and O
are O
interpreted O
as O
Archaean B-TIMESCALE
dolerite B-ROCK
dykes I-ROCK
. O

These O
could O
be O
significant O
in O
the O
context O
of O
gold B-MINERAL
mineralisation O
where O
they O
intersect O
brittle O
host B-ROCK
rocks I-ROCK
at O
optimum O
angles O
. O

Theoretically O
these O
surficial O
deposits O
would O
not O
comprise O
an O
optimum O
sample O
medium O
for O
soil B-ROCK
geochemistry O
, O
especially O
over O
iron B-MINERAL
poor O
volcaniclastics B-ROCK
and O
felsic B-ROCK
volcanics I-ROCK
that O
tend O
not O
to O
fix O
gold B-MINERAL
in O
the O
near O
- O
surface O
weathered O
profile O
. O

Firstly O
the O
terrain O
may O
be O
divided O
into O
two O
principal O
domains O
separated O
by O
the O
Binneringie B-STRAT
Dyke I-STRAT
. O

The O
northern O
domain O
comprises O
largely O
residual O
soils B-ROCK
that O
effect O
more O
or O
less O
complete O
cover O
of O
the O
bedrock B-ROCK
. O

The O
preservation O
of O
what O
appears O
to O
be O
a O
residual O
profile O
is O
considered O
to O
be O
due O
to O
the O
barrier O
or O
watershed O
effect O
created O
by O
September O
2006 O
to O
September O
2007 O
the O
resistant O
Binneringie B-STRAT
Dyke I-STRAT
. O

This O
erosion O
has O
incised O
the O
regolith B-ROCK
over O
extensive O
areas O
, O
exposing O
bedrock B-ROCK
south O
of O
the O
dyke O
and O
generating O
a O
slightly O
undulating O
relief O
comprising O
hillocks O
and O
rises O
of O
outcrop O
separated O
by O
colluvium B-ROCK
- O
filled O
swales O
. O

Nevertheless O
, O
the O
total O
lack O
of O
response O
over O
the O
sub O
outcropping O
areas O
in O
the O
south O
suggests O
an O
inherent O
lack O
of O
gold B-MINERAL
applies O
to O
that O
area O
. O

On O
this O
line O
5 O
consecutive O
samples O
are O
above O
the O
limit O
of O
detection O
, O
peaking O
at O
9 O
ppb O
gold B-MINERAL
. O

The O
auger O
lines O
covering O
the O
northernmost O
800 O
m O
of O
the O
tenement O
peaked O
at O
12 O
ppb O
gold B-MINERAL
. O

In O
2007 O
Rachael O
Finnigan O
formulated O
an O
amended O
proposal O
to O
the O
above O
comprising O
480 O
auger O
samples O
which O
are O
to O
be O
analysed O
for O
gold B-MINERAL
and O
arsenic B-MINERAL
. O

Geology O
of O
the O
Granite B-ROCK
- O
Greenstone B-ROCK
Terrane O
of O
the O
Lake B-LOCATION
Lefroy I-LOCATION
and O
Lake B-LOCATION
Cowan I-LOCATION
. O

P24 O
/ O
4074 O
is O
located O
approximately O
60 O
kilometres O
north O
northwest O
of O
Kalgoorlie B-LOCATION
in O
the O
Broad B-LOCATION
Arrow I-LOCATION
Mineral O
Field O
of O
the O
Eastern B-LOCATION
Goldfields I-LOCATION
Region O
of O
Western B-LOCATION
Australia I-LOCATION
. O

P24 O
/ O
4074 O
is O
located O
in O
the O
south B-LOCATION
western I-LOCATION
portion O
of O
the O
Eastern B-LOCATION
Goldfields I-LOCATION
Superterrane I-LOCATION
which O
comprises O
the O
eastern O
third O
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
Craton I-LOCATION
. O

Minara B-LOCATION
is O
to O
complete O
studies O
to O
determine O
the O
nickel B-MINERAL
sulphide I-MINERAL
prospectivity O
of O
the O
area O
and O
any O
future O
exploration O
requirements O
. O

However O
, O
the O
nickel B-MINERAL
sulphide I-MINERAL
potential O
of O
the O
area O
is O
of O
renewed O
interest O
and O
previously O
suspended O
studies O
are O
to O
be O
resumed O
. O

P24 O
/ O
4074 O
lies O
in O
an O
area O
of O
extensive O
gold B-MINERAL
mineralisation O
and O
is O
considered O
to O
be O
predominantly O
prospective O
for O
this O
metal O
. O

This O
black B-ROCK
shale I-ROCK
is O
thought O
to O
be O
the O
source O
of O
the O
TEM O
conductor O
. O

No O
significant O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
were O
intersected O
. O

The O
footwall O
sequence O
displays O
strong O
to O
intense O
sericite B-MINERAL
alteration O
with O
the O
hanging O
wall O
displaying O
no O
visible O
alteration O
. O

Drilling O
intersected O
mafic B-ROCK
volcanics I-ROCK
in O
the O
footwall O
with O
a O
felsic B-ROCK
volcanic I-ROCK
sequence I-ROCK
with O
thin O
chert B-ROCK
bands O
overlain O
by O
mafic B-ROCK
volcanics I-ROCK
with O
siltstone B-ROCK
and O
shale B-ROCK
to O
the O
east O
. O

Geochemistry O
for O
the O
section O
however O
indicated O
that O
the O
logged O
felsic B-ROCK
volcanics I-ROCK
, O
siltstone B-ROCK
and O
shale B-ROCK
are O
of O
mafic O
provenance O
. O

Anomalous O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
and O
pathfinder O
geochemistry O
in O
13BARB020 O
appears O
to O
be O
associated O
with O
the O
chert B-ROCK
bands O
. O

Anomalous O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
and O
pathfinders O
are O
within O
the O
shale B-ROCK
and O
siltstone B-ROCK
above O
an O
unaltered O
mafic O
thought O
to O
be O
a O
sill O
. O

Drilling O
intersected O
mafic B-ROCK
volcanics I-ROCK
in O
the O
footwall O
of O
a O
felsic B-ROCK
volcanic I-ROCK
sequence I-ROCK
and O
black B-ROCK
shale I-ROCK
overlain O
by O
mafic B-ROCK
volcanics I-ROCK
. O

The O
footwall O
sequence O
displays O
strong O
to O
intense O
sericite B-MINERAL
and O
hematite B-MINERAL
alteration O
with O
the O
hanging O
wall O
displaying O
no O
visible O
alteration O
. O

The O
black B-ROCK
shale I-ROCK
has O
anomalous O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
and O
pathfinder O
geochemistry O
in O
13BARB026 O
and O
anomalous O
. O

The O
black B-ROCK
shale I-ROCK
is O
thought O
to O
be O
the O
source O
of O
the O
TEM O
conductor O
. O

All O
the O
drilling O
on O
this O
section O
displays O
moderate O
to O
strong O
sericite B-MINERAL
alteration O
. O

The O
source O
of O
the O
conductor O
is O
unexplained O
though O
if O
the O
pervasive O
iron B-MINERAL
alteration O
is O
weathered O
sulphides B-MINERAL
which O
is O
possible O
, O
may O
be O
enough O
to O
be O
the O
source O
of O
the O
conductor O
. O

No O
significant O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
were O
intersected O
. O

Drilling O
intersected O
mafic B-ROCK
volcanics I-ROCK
in O
the O
footwall O
with O
some O
chlorite B-MINERAL
alteration O
. O

The O
lack O
of O
sericite B-MINERAL
alteration O
and O
any O
geochemical O
anomaly O
may O
indicate O
that O
the O
mafic O
intersected O
may O
be O
a O
single O
or O
series O
of O
intrusive B-ROCK
rocks I-ROCK
. O

The O
tenements O
occur O
within O
the O
Gindalbie B-LOCATION
Terrane I-LOCATION
of O
the O
Norseman B-STRAT
Wiluna I-STRAT
Belt I-STRAT
, O
located O
in O
the O
Eastern B-LOCATION
Goldfield I-LOCATION
Province I-LOCATION
of O
the O
southeast O
Yilgarn B-LOCATION
Craton I-LOCATION
. O

The O
Gindalbie B-LOCATION
Terrane I-LOCATION
is O
consists O
of O
three O
recognisable O
greenstone B-ROCK
sequences I-ROCK
separated O
by O
low O
angle O
thrust O
faults O
. O

The O
lower O
most O
sequence O
comprises O
a O
calc O
- O
alkaline O
complex O
overlain O
by O
fine O
- O
grained O
sedimentary B-ROCK
rocks I-ROCK
characterised O
by O
a O
bi O
- O
modal O
volcanic B-ROCK
sequence I-ROCK
including O
basalt B-ROCK
, O
andesite B-ROCK
and O
dacitic O
lavas O
interbedded O
with O
siltstones B-ROCK
and O
tuffs B-ROCK
and O
intruded O
by O
mafic B-ROCK
intrusives I-ROCK
. O

The O
lower O
- O
most O
succession O
is O
structurally O
overlain O
by O
komatiite B-ROCK
from O
the O
Bulong B-STRAT
Volcanic I-STRAT
Complex I-STRAT
, O
with O
intercalated O
felsic B-ROCK
tuff I-ROCK
horizons O
that O
may O
represent O
Kalgoorlie B-LOCATION
Terrane I-LOCATION
sequences B-ROCK
. O

The O
shales B-ROCK
are O
generally O
highly O
anomalous O
in O
pathfinders O
. O

All O
samples O
were O
dispatched O
to O
Genalysis O
in O
Kalgoorlie B-LOCATION
for O
analysis O
with O
preparation O
by O
pulverising O
to O
85 O
% O
passing O
75 O
m O
. O

Fine O
anhedral O
carbonate B-MINERAL
forms O
an O
integral O
part O
of O
the O
assemblage O
. O

Fine O
anhedral O
magnetite B-MINERAL
is O
dispersed O
through O
the O
matrix O
. O

Regionally O
deformed O
and O
possibly O
altered O
( O
Fe O
chlorite B-MINERAL
sericite B-MINERAL
carbonate B-MINERAL
) O
felsic B-ROCK
tuff I-ROCK
to O
intermediate O
tuff B-ROCK
. O

The O
fine O
grained O
matrix O
comprises O
fibrous O
to O
platy O
Fe O
chlorite B-MINERAL
to O
minor O
secondary O
biotite B-MINERAL
plus O
subordinate O
muscovite B-MINERAL
paralleling O
a O
penetrative O
schistosity O
. O

Fine O
patchy O
carbonate B-MINERAL
is O
distributed O
through O
the O
matrix O
and O
has O
locally O
replaced O
the O
feldspathic O
component O
. O

Fine O
grained O
magnetite B-MINERAL
aggregates O
or O
clusters O
have O
been O
attenuated O
parallel O
to O
the O
foliation O
and O
may O
represent O
a O
relict O
skeletal O
phase O
. O

Enigmatic O
fine O
equant O
to O
rhomb O
- O
shaped O
limonite B-ORE_DEPOSIT
replicas O
are O
distributed O
through O
the O
matrix O
and O
coexist O
with O
carbonate B-MINERAL
supporting O
a O
possible O
sulphide B-MINERAL
precursor O
. O

Regionally O
deformed O
and O
possibly O
altered O
( O
Fe O
chlorite B-MINERAL
to O
secondary O
biotite B-MINERAL
muscovite B-MINERAL
carbonate B-MINERAL
) O
micro O
quartz B-ROCK
diorite I-ROCK
. O

Fine O
lathlike O
plagioclase B-MINERAL
( O
pl O
) O
and O
interstitial O
quartz B-MINERAL
( O
Q O
) O
occurs O
in O
a O
fibrous O
chlorite B-MINERAL
( O
chl O
) O
matrix O
. O

Fine O
limonite B-ORE_DEPOSIT
( O
lm O
) O
replicas O
are O
dispersed O
through O
the O
matrix O
and O
are O
interpreted O
to O
have O
replaced O
original O
sulphides B-MINERAL
. O

Portions O
of O
the O
matrix O
have O
preserved O
a O
fine O
to O
medium O
grained O
texture O
comprising O
lathlike O
plagioclase B-MINERAL
associated O
with O
quartz B-MINERAL
and O
locally O
developing O
feathery O
granophyric O
textures O
. O

Skeletal O
leucoxene B-MINERAL
, O
after O
original O
magnetite B-MINERAL
, O
has O
also O
been O
preserved O
in O
the O
matrix O
that O
has O
been O
overprinted O
by O
a O
series O
of O
shears O
dominated O
by O
oriented O
schlieren O
of O
platy O
Mg O
chlorite B-MINERAL
and O
fine O
subhedral O
epidote B-MINERAL
. O

The O
intermediate O
host O
has O
been O
brittle O
fractured O
and O
progressively O
replaced O
by O
platy O
Mg O
chlorite B-MINERAL
associated O
with O
anhedral O
carbonate B-MINERAL
and O
anhedral O
to O
subhedral O
epidote B-MINERAL
aggregates O
. O

Brittle O
/ O
ductile O
sheared O
and O
altered O
( O
Mg O
chlorite B-MINERAL
epidote B-MINERAL
